target,browser,player,codec,platform,user,data_points,mean,stdev,fold_1,fold_2,fold_3,fold_4,fold_5,fold_6,fold_7,fold_8,fold_9,fold_10
codec,*,MPLAYER,*,*,*,3600,41.62499999999999,2.2196599811905355,43.47222222222222,42.36111111111111,41.66666666666667,42.083333333333336,40.69444444444444,41.25,43.333333333333336,36.25,44.861111111111114,40.27777777777778
codec,*,MPV,*,*,*,3600,40.25,0.9187686338078463,40.0,40.97222222222222,41.25,40.833333333333336,39.30555555555556,39.166666666666664,40.55555555555556,38.47222222222222,40.69444444444444,41.25
codec,*,VLC,*,*,*,3600,54.36111111111111,1.9416646797001473,53.61111111111111,54.44444444444444,54.861111111111114,56.111111111111114,54.861111111111114,54.861111111111114,58.19444444444445,54.02777777777777,51.24999999999999,51.388888888888886
player,*,*,sample.3gp,*,*,2700,77.88888888888889,1.826117486758675,79.62962962962963,77.4074074074074,76.66666666666667,76.11111111111111,76.48148148148148,79.44444444444444,80.55555555555556,74.81481481481481,80.0,77.77777777777779
player,*,*,sample.flv,*,*,2700,82.75925925925927,2.3765111429614674,82.5925925925926,81.48148148148148,85.18518518518519,83.14814814814815,80.74074074074075,79.07407407407408,81.48148148148148,81.11111111111111,86.85185185185185,85.92592592592592
player,*,*,sample.mkv,*,*,2700,78.57407407407408,1.0925925925925917,78.70370370370371,77.77777777777779,80.55555555555556,78.70370370370371,79.44444444444444,77.03703703703704,76.66666666666667,78.88888888888889,78.70370370370371,79.25925925925927
player,*,*,sample.mp4,*,*,2700,80.37037037037038,1.2505142974914185,79.62962962962963,78.88888888888889,80.37037037037037,81.2962962962963,83.14814814814815,80.37037037037037,80.74074074074075,78.70370370370371,81.11111111111111,79.44444444444444
browser,*,MPLAYER,sample.3gp,*,*,900,99.22222222222221,0.6666666666666685,99.44444444444444,98.33333333333333,100.0,98.88888888888889,99.44444444444444,98.33333333333333,100.0,98.33333333333333,100.0,99.44444444444444
browser,*,MPV,sample.3gp,*,*,900,98.5,0.7049209744694198,98.33333333333333,98.88888888888889,100.0,98.88888888888889,97.22222222222221,98.33333333333333,98.33333333333333,98.88888888888889,98.33333333333333,97.77777777777777
browser,*,VLC,sample.3gp,*,*,900,98.88888888888889,0.35136418446315426,98.88888888888889,98.33333333333333,98.88888888888889,98.88888888888889,99.44444444444444,98.88888888888889,98.88888888888889,98.33333333333333,99.44444444444444,98.88888888888889
browser,*,MPLAYER,sample.flv,*,*,900,97.44444444444444,1.4098419489388339,96.11111111111111,95.0,99.44444444444444,98.88888888888889,98.33333333333333,97.22222222222221,98.33333333333333,95.55555555555556,98.33333333333333,97.22222222222221
browser,*,MPV,sample.flv,*,*,900,96.05555555555557,0.9765775461803845,97.77777777777777,97.22222222222221,96.66666666666667,96.66666666666667,95.55555555555556,96.11111111111111,95.0,95.55555555555556,95.55555555555556,94.44444444444444
browser,*,VLC,sample.flv,*,*,900,98.33333333333333,1.1385500851066217,98.33333333333333,98.88888888888889,99.44444444444444,98.88888888888889,98.88888888888889,97.77777777777777,95.55555555555556,98.88888888888889,97.22222222222221,99.44444444444444
browser,*,MPLAYER,sample.mkv,*,*,900,98.66666666666667,0.9026709338484394,98.88888888888889,100.0,98.88888888888889,99.44444444444444,99.44444444444444,98.33333333333333,98.33333333333333,96.66666666666667,97.77777777777777,98.88888888888889
browser,*,MPV,sample.mkv,*,*,900,98.94444444444446,0.6781419786518743,100.0,98.88888888888889,100.0,99.44444444444444,98.33333333333333,98.33333333333333,98.88888888888889,97.77777777777777,98.88888888888889,98.88888888888889
browser,*,VLC,sample.mkv,*,*,900,98.5,0.7474235581707638,97.22222222222221,97.77777777777777,98.88888888888889,98.33333333333333,99.44444444444444,98.33333333333333,99.44444444444444,97.77777777777777,99.44444444444444,98.33333333333333
browser,*,MPLAYER,sample.mp4,*,*,900,98.66666666666666,0.968644209675708,97.22222222222221,98.33333333333333,100.0,97.77777777777777,99.44444444444444,98.88888888888889,98.88888888888889,97.22222222222221,98.88888888888889,100.0
browser,*,MPV,sample.mp4,*,*,900,97.72222222222221,1.0957268290731106,97.22222222222221,96.66666666666667,96.66666666666667,99.44444444444444,99.44444444444444,98.33333333333333,97.77777777777777,98.33333333333333,96.11111111111111,97.22222222222221
browser,*,VLC,sample.mp4,*,*,900,98.77777777777779,0.5443310539518189,98.88888888888889,98.88888888888889,98.33333333333333,98.33333333333333,98.33333333333333,97.77777777777777,98.88888888888889,99.44444444444444,99.44444444444444,99.44444444444444
